id	package	tool	opt_tag	corpora	has_debug_elf	has_stripped_elf	n_debug_elfs	n_stripped_elfs	has_bir	bir_size	has_labels	n_labels	label_schema	n_xproj_ground_truth	n_external_fns	n_sub_graphs	n_nonsub_graphs	n_matched	n_matched_dangling	n_matched_clang_mi	local_split	wulver_split_v1	wulver_split_paper_clean	wulver_split_paper_clean_strict_idx	wulver_data_split	wulver_has_bir	wulver_bir_size	wulver_has_labels	wulver_has_external	wulver_n_sub_graphs	wulver_n_nonsub_graphs	wulver_n_matched	wulver_has_debug_elf	wulver_has_stripped_elf	build_id_stripped	build_id_debug	build_id_match	build_id_any_match	elf_type	has_eh_frame	n_fde	n_fde_debug	elfcheck_ratio	elfcheck_src	duplicate_of	eligible_v2	ineligible_reasons	role_hint	notes
atop_atopacctd_O1	atop	atopacctd	O1	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/atop_atopacctd_O1_stripped	0	1	data/bir/_p0_0_6_round3/atop_atopacctd_O1.bir	191653	0											excluded		excluded		1	191653	1	1	15	63	13	1	1					EXEC	1	18		1.0	computed		1		excluded_in_wulver_v1(not in paper_clean)	
atop_atopacctd_O2	atop	atopacctd	O2	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/atop_atopacctd_O2_stripped	0	1	data/bir/_p0_0_6_round3/atop_atopacctd_O2.bir	191653	0											excluded		excluded		1	191653	1	1	15	63	13	1	1					EXEC	1	18		1.0	computed		1		excluded_in_wulver_v1(not in paper_clean)	
atop_atopacctd_O3	atop	atopacctd	O3	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/atop_atopacctd_O3_stripped	0	1	data/bir/_p0_0_6_round3/atop_atopacctd_O3.bir	191653	0											excluded		excluded		1	191653	1	1	15	63	13	1	1					EXEC	1	18		1.0	computed		1		excluded_in_wulver_v1(not in paper_clean)	
bash_bash	bash	bash	default	local_main;wulver	data/raw/bash_bash_sym	data/stripped/bash_bash_stripped	1	1	data/bir/bash_bash.bir	22594073	1	2309	schemaA:functions=name->addr		2681	528	1920	521	0		train	train	train	train	train	0		1	1	527	1920	521	0	1	7fef4c2fb0b11e46cdddffac02f9f960472ee3e8	7fef4c2fb0b11e46cdddffac02f9f960472ee3e8	1	1	DYN	1	2314	2314	0.9933333333333333	archive	bash_bash_O2:0.998	1			audit_sub=528!=ls_sub=527;dup_group_keeper:bash_bash_O2
bash_bash_O0	bash	bash	O0	local_main;wulver	data/raw/bash_bash_O0_sym	data/stripped/bash_bash_O0_stripped	1	1	data/bir/bash_bash_O0.bir	30066235	1	2859	schemaA:functions=name->addr		6174	4029	1916	4012	0		val	val	val	val	val	0		1	1	4028	1916	4012	0	1	6bf475f117db7e1b8fddc23b835afff3a358c657	6bf475f117db7e1b8fddc23b835afff3a358c657	1	1	DYN	1	2879	2879	1.0	archive		1			audit_sub=4029!=ls_sub=4028
bash_bash_O1	bash	bash	O1	local_main;wulver	data/raw/bash_bash_O1_sym	data/stripped/bash_bash_O1_stripped	1	1	data/bir/bash_bash_O1.bir	21007684	1	2364	schemaA:functions=name->addr		2727	578	1923	576	0		train	train	train	train	train	0		1	1	577	1923	576	0	1	692e8c109b72ee39d724fefbe2a93b931d86ea58	692e8c109b72ee39d724fefbe2a93b931d86ea58	1	1	DYN	1	2369	2369	0.9933333333333333	archive		1			audit_sub=578!=ls_sub=577
bash_bash_O2	bash	bash	O2	local_main;wulver	data/raw/bash_bash_O2_sym	data/stripped/bash_bash_O2_stripped	1	1	data/bir/bash_bash_O2.bir	22594073	1	2309	schemaA:functions=name->addr		2681	528	1920	520	0		train	train	train	train	train	0		1	1	527	1920	520	0	1	7fef4c2fb0b11e46cdddffac02f9f960472ee3e8	7fef4c2fb0b11e46cdddffac02f9f960472ee3e8	1	1	DYN	1	2314	2314	0.9933333333333333	archive	bash_bash:0.998	0	duplicate_build_of:bash_bash		audit_sub=528!=ls_sub=527
bash_bash_O3	bash	bash	O3	local_main;wulver	data/raw/bash_bash_O3_sym	data/stripped/bash_bash_O3_stripped	1	1	data/bir/bash_bash_O3.bir	26614868	1	2249	schemaA:functions=name->addr		2631	478	1926	460	0		train	train	train	train	train	0		1	1	477	1926	460	0	1	a06a7daf7546bdcd3979ede968178fd34dbe6818	a06a7daf7546bdcd3979ede968178fd34dbe6818	1	1	DYN	1	2254	2254	0.99	archive		1			audit_sub=478!=ls_sub=477
bc_bc_O0	bc	bc	O0	local_main;wulver	data/raw/bc_bc_O0_sym	data/stripped/bc_bc_O0_stripped	1	1	data/bir/bc_bc_O0.bir	1295683	1	145	schemaA:functions=name->addr		374	290	39	289	0		train	train	train	train	train	0		1	1	290	39	289	0	1	5008f44c66cc2170f974ef67902df7f1a44e292e	5008f44c66cc2170f974ef67902df7f1a44e292e	1	1	DYN	1	149	149	1.0	archive		1			
bc_bc_O1	bc	bc	O1	local_main;wulver	data/raw/bc_bc_O1	data/stripped/bc_bc_O1_stripped	1	1	data/bir/bc_bc_O1.bir	955734	1	147	flat:addr->name		208	123	39	122	0			train	train	train		0		1	1	123	39	122	0	1	4bd08d1e1cd6e587ed4adf60bea39b93b650698e	4bd08d1e1cd6e587ed4adf60bea39b93b650698e	1	1	EXEC	1	143	143	1.0	archive		1			
bc_bc_O2	bc	bc	O2	local_main;wulver	data/raw/bc_bc_O2_sym	data/stripped/bc_bc_O2_stripped	1	1	data/bir/bc_bc_O2.bir	1072566	1	139	schemaA:functions=name->addr		208	121	40	114	0		train	train	train	train	train	0		1	1	121	40	114	0	1	0ba8b5b0d81e236fbf9601218b5bf2343a4f71b6	0ba8b5b0d81e236fbf9601218b5bf2343a4f71b6	1	1	DYN	1	143	143	1.0	archive		1			
bc_bc_O3	bc	bc	O3	local_main;wulver	data/raw/bc_bc_O3	data/stripped/bc_bc_O3_stripped	1	1	data/bir/bc_bc_O3.bir	1490168	1	155	flat:addr->name		221	135	39	123	0			train	train	train		0		1	1	135	39	123	0	1	d912138b8904354b922a2f00e5dc9c686a06d497	d912138b8904354b922a2f00e5dc9c686a06d497	1	1	EXEC	1	151	151	1.0	archive		1			
bc_dc_O1	bc	dc	O1	local_main;wulver	data/raw/bc_dc_O1	data/stripped/bc_dc_O1_stripped	1	1	data/bir/bc_dc_O1.bir	678287	1	113	flat:addr->name		191	102	41	101	0			train	train	train		0		1	1	102	41	101	0	1	9ff48490d8c1a2d3e367741ac5eb49ed54f0f35c	9ff48490d8c1a2d3e367741ac5eb49ed54f0f35c	1	1	EXEC	1	109	109	1.0	archive		1			
bc_dc_O3	bc	dc	O3	local_main;wulver	data/raw/bc_dc_O3	data/stripped/bc_dc_O3_stripped	1	1	data/bir/bc_dc_O3.bir	1114650	1	122	flat:addr->name		207	119	40	106	0			train	train	train		0		1	1	119	40	106	0	1	549dc498cc4b301d24b78551074bd8d49fd3e923	549dc498cc4b301d24b78551074bd8d49fd3e923	1	1	EXEC	1	118	118	1.0	archive		1			
bdb_db_archive_O0	bdb	db_archive	O0	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_archive_O0_stripped	0	1			0															0		1	0				1	1					EXEC	1	3073					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_archive_O1	bdb	db_archive	O1	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_archive_O1_stripped	0	1			0															0		1	0				1	1					EXEC	1	2411					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_archive_O2	bdb	db_archive	O2	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_archive_O2_stripped	0	1			0															0		1	0				1	1					EXEC	1	2400					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_archive_O3	bdb	db_archive	O3	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_archive_O3_stripped	0	1			0															0		1	0				1	1					EXEC	1	2366					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_checkpoint_O0	bdb	db_checkpoint	O0	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_checkpoint_O0_stripped	0	1			0															0		1	0				1	1					EXEC	1	3073					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_checkpoint_O1	bdb	db_checkpoint	O1	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_checkpoint_O1_stripped	0	1			0															0		1	0				1	1					EXEC	1	2411					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_checkpoint_O2	bdb	db_checkpoint	O2	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_checkpoint_O2_stripped	0	1			0															0		1	0				1	1					EXEC	1	2400					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_checkpoint_O3	bdb	db_checkpoint	O3	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_checkpoint_O3_stripped	0	1			0															0		1	0				1	1					EXEC	1	2366					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_dump_O0	bdb	db_dump	O0	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_dump_O0_stripped	0	1			0															0		1	0				1	1					EXEC	1	3076					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_dump_O1	bdb	db_dump	O1	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_dump_O1_stripped	0	1			0															0		1	0				1	1					EXEC	1	2414					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_dump_O2	bdb	db_dump	O2	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_dump_O2_stripped	0	1			0															0		1	0				1	1					EXEC	1	2403					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_dump_O3	bdb	db_dump	O3	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_dump_O3_stripped	0	1			0															0		1	0				1	1					EXEC	1	2369					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_hotbackup_O0	bdb	db_hotbackup	O0	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_hotbackup_O0_stripped	0	1			0															0		1	0				1	1					EXEC	1	3075					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_hotbackup_O1	bdb	db_hotbackup	O1	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_hotbackup_O1_stripped	0	1			0															0		1	0				1	1					EXEC	1	2413					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_hotbackup_O2	bdb	db_hotbackup	O2	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_hotbackup_O2_stripped	0	1			0															0		1	0				1	1					EXEC	1	2402					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_hotbackup_O3	bdb	db_hotbackup	O3	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_hotbackup_O3_stripped	0	1			0															0		1	0				1	1					EXEC	1	2368					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_load_O0	bdb	db_load	O0	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_load_O0_stripped	0	1			0															0		1	0				1	1					EXEC	1	3087					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_load_O1	bdb	db_load	O1	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_load_O1_stripped	0	1			0															0		1	0				1	1					EXEC	1	2425					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_load_O2	bdb	db_load	O2	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_load_O2_stripped	0	1			0															0		1	0				1	1					EXEC	1	2414					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_load_O3	bdb	db_load	O3	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_load_O3_stripped	0	1			0															0		1	0				1	1					EXEC	1	2380					0	no_bir;no_sub_graphs;no_matched_functions		
bdb_db_printlog_O0	bdb	db_printlog	O0	local_main:_p0_0_6_round3;wulver		data/stripped/_p0_0_6_round3/bdb_db_printlog_O0_stripped	0	1			0															0		1	0				1	1					EXEC	1	3189					0	no_bir;no_sub_graphs;no_matched_functions		
